Ground_Truth_Hz	Predicted_Hz	Pitch_Halving	Pitch_Doubling
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
302.04	303.26	False	False
302.04	303.26	False	False
284.92	286.24	False	False
268.93	270.18	False	False
10.00	255.01	False	False
10.00	10.00	False	False
268.93	286.24	False	False
268.93	270.18	False	False
268.93	270.18	False	False
268.93	270.18	False	False
268.93	270.18	False	False
268.93	270.18	False	False
268.93	270.18	False	False
302.04	270.18	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	360.64	False	False
358.98	360.64	False	False
358.98	382.09	False	False
402.94	428.88	False	False
453.07	454.38	False	False
478.90	481.40	False	False
478.90	481.40	False	False
507.97	510.03	False	False
507.97	510.03	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
507.97	510.03	False	False
507.97	510.03	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
453.07	454.38	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
402.94	404.81	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
453.07	454.38	False	False
453.07	454.38	False	False
426.90	428.88	False	False
10.00	404.81	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	340.40	False	False
10.00	321.30	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	321.30	False	False
302.04	303.26	False	False
284.92	286.24	False	False
284.92	286.24	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
302.04	303.26	False	False
284.92	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
339.03	340.40	False	False
320.00	340.40	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
302.04	303.26	False	False
302.04	303.26	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
339.03	340.40	False	False
339.03	340.40	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	340.40	False	False
339.03	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
380.99	10.00	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
402.94	404.81	False	False
402.94	404.81	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	481.40	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
453.07	454.38	False	False
426.90	428.88	False	False
426.90	428.88	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
402.94	404.81	False	False
402.94	404.81	False	False
380.99	382.09	False	False
380.99	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
537.86	540.35	False	False
537.86	540.35	False	False
537.86	540.35	False	False
537.86	540.35	False	False
537.86	540.35	False	False
537.86	540.35	False	False
537.86	540.35	False	False
569.85	572.49	False	False
569.85	572.49	False	False
569.85	572.49	False	False
569.85	572.49	False	False
569.85	572.49	False	False
569.85	572.49	False	False
569.85	572.49	False	False
569.85	572.49	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
453.07	454.38	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
10.00	428.88	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
380.99	404.81	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
284.92	286.24	False	False
284.92	286.24	False	False
284.92	286.24	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
302.04	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
284.92	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	321.30	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	10.00	False	False
10.00	10.00	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
358.98	360.64	False	False
358.98	360.64	False	False
320.00	321.30	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
320.00	321.30	False	False
302.04	321.30	False	False
302.04	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
339.03	340.40	False	False
358.98	360.64	False	False
380.99	382.09	False	False
426.90	428.88	False	False
426.90	428.88	False	False
453.07	454.38	False	False
453.07	454.38	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	510.03	False	False
507.97	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
453.07	454.38	False	False
453.07	454.38	False	False
426.90	428.88	False	False
380.99	404.81	False	False
339.03	340.40	False	False
320.00	321.30	False	False
302.04	303.26	False	False
302.04	303.26	False	False
320.00	321.30	False	False
339.03	340.40	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
10.00	10.00	False	False
10.00	10.00	False	False
380.99	428.88	False	False
402.94	428.88	False	False
426.90	428.88	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
10.00	10.00	False	False
10.00	454.38	False	False
453.07	454.38	False	False
453.07	454.38	False	False
453.07	454.38	False	False
453.07	454.38	False	False
426.90	454.38	False	False
453.07	454.38	False	False
453.07	454.38	False	False
453.07	454.38	False	False
453.07	454.38	False	False
453.07	454.38	False	False
453.07	454.38	False	False
478.90	481.40	False	False
478.90	481.40	False	False
478.90	481.40	False	False
453.07	454.38	False	False
426.90	428.88	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
380.99	382.09	False	False
402.94	404.81	False	False
402.94	404.81	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	404.81	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
426.90	454.38	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
426.90	428.88	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
10.00	10.00	False	False
226.01	227.19	False	False
226.01	227.19	False	False
226.01	240.70	False	False
240.01	240.70	False	False
268.93	270.18	False	False
284.92	286.24	False	False
284.92	286.24	False	False
302.04	303.26	False	False
302.04	303.26	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	321.30	False	False
320.00	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
339.03	340.40	False	False
380.99	10.00	False	False
380.99	382.09	False	False
380.99	382.09	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
380.99	404.81	False	False
380.99	382.09	False	False
380.99	382.09	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
402.94	404.81	False	False
380.99	382.09	False	False
380.99	382.09	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
358.98	360.64	False	False
320.00	321.30	False	False
302.04	303.26	False	False
302.04	303.26	False	False
302.04	303.26	False	False
320.00	321.30	False	False
320.00	321.30	False	False
339.03	340.40	False	False
339.03	340.40	False	False
